sku_id,WAPE (%),Bias (%)
HOBBIES_1_005_WI_2,37.512195503191194,-22.500321744564392
HOBBIES_1_005_WI_3,67.58947588723821,16.49917719438248
HOBBIES_1_006_CA_1,24.628522081069626,6.626092159410396
HOBBIES_1_006_CA_2,29.300354255121896,-0.6549951237180359
HOBBIES_1_006_CA_3,24.86984638791411,-9.957890613590061
HOBBIES_1_006_CA_4,66.0135172585485,1.186428984730638
HOBBIES_1_006_TX_1,69.3897345335027,42.070535715156026
HOBBIES_1_006_TX_2,49.19286701038292,-43.66953300958297
HOBBIES_1_006_TX_3,55.190416907512564,-23.923517517671257
HOBBIES_1_006_WI_1,36.94426594105585,32.49034492265132
HOBBIES_1_006_WI_2,48.086354611219505,-24.076075585970038
HOBBIES_1_006_WI_3,42.63253863131397,-36.077200273873665
HOBBIES_1_007_CA_1,44.72280183559912,-20.79254902446073
HOBBIES_1_007_CA_2,17.569373046855596,6.841666558864613
HOBBIES_1_007_CA_3,36.249734618676555,-29.39022925432465
HOBBIES_1_007_CA_4,70.68019757289478,-5.863230265032987
HOBBIES_1_007_TX_1,46.00916437163875,-11.027772741761076
HOBBIES_1_007_TX_2,59.93354405103768,3.621680293751839
HOBBIES_1_007_TX_3,43.7937965985585,-12.609585080669053
HOBBIES_1_007_WI_1,34.800893809902725,-18.69175505983051
HOBBIES_1_007_WI_2,203.75467629806562,196.65541952508156
HOBBIES_1_007_WI_3,69.00678552195352,-3.8731364033132736
HOBBIES_1_008_CA_1,61.63038078657971,31.636811718175434
HOBBIES_1_008_CA_2,39.44829294714282,-0.6273633104080641
HOBBIES_1_008_CA_3,50.77597504564147,-7.651364079321139
HOBBIES_1_008_CA_4,44.108291812368215,-20.335311052737577
HOBBIES_1_008_TX_1,47.87655624972772,-35.976551570564276
HOBBIES_1_008_TX_2,72.06489362450549,52.48297277222994
HOBBIES_1_008_TX_3,23.56668162627657,5.88760218045204
HOBBIES_1_008_WI_1,38.244141509025596,-25.276204428917936
HOBBIES_1_008_WI_2,40.58742088211734,-8.585555547732364
HOBBIES_1_008_WI_3,44.35887594873634,16.206861137400562
HOBBIES_1_009_CA_1,66.98625725031451,-40.08910385004862
HOBBIES_1_009_CA_2,88.65224256323233,-1.3227611951667662
HOBBIES_1_009_CA_3,86.36448902474686,42.54220038241728
HOBBIES_1_009_CA_4,93.07488048617653,81.71709196288639
HOBBIES_1_009_TX_1,84.36376423083605,-4.294273137117086
HOBBIES_1_009_TX_2,67.31182244024423,-7.924780639400334
HOBBIES_1_009_TX_3,100.33477268935293,20.877546272689116
HOBBIES_1_009_WI_1,88.6910896548138,-12.46015767677504
HOBBIES_1_009_WI_2,106.11423785115608,47.470126421424006
HOBBIES_1_009_WI_3,63.37250903070652,31.59142397873145
HOBBIES_1_010_CA_1,60.431041198481786,16.84759989562434
HOBBIES_1_010_CA_2,286.82323753939824,286.82323753939824
HOBBIES_1_010_CA_3,40.26762731621572,5.136961713999957
HOBBIES_1_010_CA_4,99.12091043236467,65.50191326185166
HOBBIES_1_010_TX_1,36.09386565851217,8.484891684381564
HOBBIES_1_010_TX_2,38.97665409929846,-33.89015377358774
HOBBIES_1_010_TX_3,26.146186856660798,-16.51922609803834
HOBBIES_1_010_WI_1,28.27959897394719,-18.750004657167153
HOBBIES_1_010_WI_2,116.21329338958645,67.37994913115394
HOBBIES_1_010_WI_3,31.956726248738164,-26.028520340059135
HOUSEHOLD_1_001_CA_1,88.86419824505919,88.86419824505919
HOUSEHOLD_1_001_CA_2,54.33491191332085,-54.33491191332085
HOUSEHOLD_1_001_CA_3,58.399608871477746,-58.399608871477746
HOUSEHOLD_1_001_CA_4,43.14535702859007,7.113838832204049
HOUSEHOLD_1_001_TX_1,51.03878893031101,24.30046176885994
HOUSEHOLD_1_001_TX_2,242.80053305236063,242.80053305236063
HOUSEHOLD_1_001_TX_3,213.61755557104996,210.930859273749
HOUSEHOLD_1_001_WI_1,35.4745538545306,35.4745538545306
